he was as _ as the other , and as resolute .	he	ambitious	resolute
Barnaba 's hair was as _ as ever , and his white collar grew crumpled sooner than it ought , and he looked as if he belonged somewhere else .	hair	straight	ever
Infanticide is at present as _ as in Europe .	Infanticide	rare	Europe
Of striking public buildings Santiago is almost as _ as Valparaiso , the Mint , .	Santiago	destitute	Valparaiso
This remark , which made a deep impression on all present , nevertheless gave much offence to the President , who rose and replied , in a tone of considerable asperity , that the Rector 's view was erroneous , and that a proper military force was as _ as a good system of education .	force	indispensable	system
fox is a Snake Pawnee , his nation is as _ as the grains of sand on the borders of the great lake .	nation	numerous	grains
he is as _ as a floripondio , and was never better in his life .	he	fresh	floripondio
I am as _ as the whole of you put together , .	I	rich	whole
I know a pulqueria where we shall be as _ as on the top of the Coffre de Perote .	pulqueria	safe	top
Another cry answered his , but it was so ironical and mocking that the old pirate , whose nerves were as _ as cords , and who had never trembled in his life , felt a shudder of terror run over all his limbs .	pirate	hard	cords
it is as _ as in your domains , and I am frightfully afraid of breaking my neck in going down to the plain .	it	black	domains
This song , which was as _ as a sailor 's yarn , would , in all probability , have lasted much longer , if the Captain had not suddenly ordered silence by an imperious gesture .	song	interminable	yarn
Besides , Avrillia held her at that minute tight to her breast , which was as _ as her own perfect , contrary mother 's , and had , besides a most entrancing , faint perfume of isthagaria .	breast	soft	mother
Did n't you blow as _ as any of 'em .	you	hard	any
they were as _ as bones .	they	dry	bones
the whole glittering Garden was as _ as the Snoodle .	Garden	white	Snoodle
but the largest one was a head taller than Sara herself , and the very smallest was at least as _ as her youngest cousin .	smallest	large	cousin
And these rocks certainly looked as _ as any pavement .	rocks	hard	pavement
Babies are as _ as dolls .	Babies	universal	dolls
it was as _ as a moon .	it	wild	moon
and since the grasshoppers were as _ as hobby .	grasshoppers	large	hobby
In a country where the butterflies were as _ as peacocks , the caterpillars were as big as boa .	country	big	boa
And if you have ever seen a monarch butterfly as _ as a peacock , sitting on a throne , you know what it tasted like .	you	big	peacock
bred air , their long necks and waists and slender wrists and ankles , their high heels and gorgeous clothes , they were as _ as cooks .	they	angry	cooks
They were as _ as her head , as she sat among them .	They	tall	head
she felt as _ as ever , and quite confident that there would be some delightful surprise about it .	she	happy	ever
Still I do n't think you are as _ as this brute here .	you	bad	brute
One was as _ as the day , the other was cunning , selfish , and foxy .	One	open	day
He was always as _ as the tea .	He	mild	tea
Now , we have it on good authority , that the intellect of a giant is generally as _ as his knees .	intellect	weak	knees
destined some day to become as _ as the famous drives about Redlands and Riverside .	day	glorious	drives
a downward glance gave some of our passengers a squeamish feeling , which , after all , was purely a psychological phenomenon , for with ordinary care the ascent is as _ as a drive on a boulevard .	phenomenon	safe	drive
The pretty lawn on which the village stands , as _ as sun and rain could make it .	village	green	sun
and the rainfall , averaging about thirty inches , is twice as _ as in the southern part of the state .	rainfall	great	part
This road is as _ as a floor .	road	level	floor
deep sand and rough , broken trails alternating with occasional stretches of easy going over smooth sand packed as _ as cement .	sand	hard	cement
If only the Squeakers were as _ as these fellows , .	Squeakers	friendly	fellows
I promised with all my heart to be as _ as the grave .	heart	silent	grave
reason resumed her sway , and the raging lion became as _ as a lamb .	lion	mild	lamb
The count grew as _ as death .	count	pale	death
and Tiretta , who was sitting near her , took it up with his lips as _ as lightning .	Tiretta	quick	lightning
Again , in a musical air , we may hear a false note , though it is as _ as the others , since it has been played .	it	real	others
Therefore illusions of thought are quite as _ as illusions of the senses , though rarer for the reasons above stated .	illusions	possible	illusions
They are as _ as motion and the object that moves .	They	inseparable	motion
This is as _ as the preceding affirmation , and for the same reasons .	This	disputable	affirmation
that is to say , things which , strictly speaking , are as _ as our own brains .	things	material	brains
These two ways are as _ as the right and wrong side of a stuff .	ways	opposite	side
It was all as _ as an upper berth .	It	handy	berth
He was as _ as nails all over and as quick .	He	hard	nails
But for me and Sherlock that 's as _ as a two .	that	good	two
Robert , he 's just as _ as anybody , only he lets on how he was dead sure all along that I 'd put it over .	he	pleased	anybody
Old Hickory indulges in one of them grins that are just as _ as a crack in the pavement .	grins	humorous	crack
that in the olden times when the genera , the families , and the orders , diverged from their parent stocks , gradations existed as _ as those which now connect closely related species with varieties .	gradations	fine	those
It is now as _ as any other origination .	It	inexplicable	origination
Or have they originated under causes as _ as reproduction and birth , and no more so , by the variation and change of preceding into succeeding species .	they	natural	reproduction
How , then , can we suppose Chance to be the author of a system in which everything is as _ as clockwork .	system	regular	clockwork
The Darwinian theory implies that the birth and development of a species are as _ as those of an individual , are facts of the same kind in a higher order .	birth	natural	those
It was barred by a glassy , transparent pane that seemed as _ as steel .	that	hard	steel
but because I think it as _ as mine .	I	good	mine
and indeed the composition is as _ as the subject .	composition	puerile	subject
several marble seats are set in different places , which are as _ as the summer .	places	pleasant	summer
TRAJAN TO PLINY I SHOULD have rejoiced to have heard that you arrived at Bithynia without the smallest inconvenience to yourself or any of your retinue , and that your journey from Ephesus had been as _ as your voyage to that place was favourable .	journey	easy	voyage
rayed , the moonlight , shining along the shore , Bathes the brow of the headlands in radiance as _ as milk .	moonlight	soft	milk
Of course , the dissimilarities are quite as _ as the likenesses .	dissimilarities	striking	likenesses
my mouth was as _ as a Japanese toy and I felt shattered with fatigue .	mouth	dry	toy
A miss is as _ as a mile , so after thanking him for his protection I chatted cheerfully to the Prince of Wales .	miss	good	mile
Poe explained that poetry and music are alike in that both obey absolute laws of time , and that the laws of time or rhythm in poetry are just as _ as the laws of time in music .	laws	exact	laws
I am as _ as a bee .	I	busy	bee
But those two in the kitchen are as _ as figures of wax .	two	motionless	figures
It 's as _ as fate .	It	inevitable	fate
every man will now be as _ as his neighbour , and the children of men will hurry about like ants whose heap has been disturbed .	man	poor	neighbour
You 're as _ as stone .	You	hard	stone
You must forgive someone who 's as _ as your wife .	someone	ill	wife
That 's as _ as the world .	That	old	world
In each room there was a tapestry of yellow , blue , white and red feather mosaic that was as _ as a painting and in some cases perfectly represented men and animals .	tapestry	fine	painting
For whole days the Golden Hearted marched in the shadow of ferns as _ as trees and the ground was covered with briers and nettles .	Hearted	big	trees
The hickory arrows were as _ as glass with very sharp saw .	arrows	smooth	glass
In four days a messenger came from Stephen bearing a cross as _ as a man .	messenger	high	man
where there is a very wide river that has fish in it as _ as a horse .	that	big	horse
I 'm telling you something that 's as _ as God .	something	true	God
Jonas ' eyes grew as _ as saucers .	eyes	big	saucers
He ai n't been as _ as this in years , .	He	bad	this
He was as _ as Mackey but much heavier .	He	tall	Mackey
I 'm as _ as the next fellow , but I do n't believe in giving everybody a slap on the back or a kick in the pants to prove it .	I	good	fellow
Now all three of 'em were as _ as this desert .	three	poor	desert
Enoch shook hands with the Indian woman , whose face was as _ as Jonas ' in the moonlight .	woman	dark	Jonas
I 'll show you I 'm as _ as any Indian buck that ever lived .	I	good	buck
The history of those two expeditions , I think , are as _ as any chapter in our American annals .	history	glorious	chapter
I 'll bet it 's not as _ as yours at that , .	it	bad	yours
We 've been here two days and we and our outfit are as _ as daisies .	we	fresh	daisies
and Enoch was as _ as his word .	Enoch	good	word
But she 's as _ as the Canyon itself at keeping a secret .	she	safe	Canyon
They marry as _ as eleven and twelve years of age .	They	young	eleven
There was not a bit of air stirring and the sea was as _ as glass .	sea	smooth	glass
ticket venders were as _ as of yore , but , somehow , I did not feel like patronizing them .	venders	busy	yore
That is as _ as an admission .	That	good	admission
Ethan , are just as _ as ever they were , sir .	Ethan	clear	ever
He went up to the tomb in the midst of the sepulchre and loosening its stones with the adze , laid them on one side after which he fell to digging with the adze in the earth till he uncovered a trap of iron , as _ as a small door , and raised it , when there appeared beneath it a winding stair .	he	big	door
Thereupon the griffin became a piebald wolf and they fought long and sore , till the cat finding itself beaten , changed into a worm and crept into a pomegranate which lay beside the fountain in the midst of the hall whereupon the pomegranate swelled till it was as _ as a watermelon .	it	big	watermelon
He munched it all night , and we found him Next morning as _ as a hog .	we	full	hog
But I doubt if the men of the present Are as _ as the men of the past .	men	good	men
hour 's spell Stumpy was as _ as mutton , t ' other dog was live and well .	Stumpy	dead	mutton
And my best wish is that they will be as _ as my better half and me .	they	happy	half
and the fauna of these inhospitable regions is as _ as the flora .	fauna	poor	flora
An ' it worked as _ as greased lightnin ' .	it	slick	lightnin
He 's as _ as a rag .	He	weak	rag
But whatever rapid process was going on down there , it was not as _ as the lightning process of Pee .	it	rapid	process
This one was as _ as a little lamb , but it .	one	simple	lamb
He looked as _ as a circus .	He	funny	circus
Your hair is almost as _ as mine .	hair	fine	mine
It was as _ as coal , and had just arrived from Singapore .	It	black	coal
and I ought to know , for I have had to do with them for thirty years , and in only one year I have imported as _ as seventy .	I	many	seventy
They are as _ as your hand , sharp at both ends , and two handled .	They	broad	hand
He is as _ as a school .	He	enthusiastic	school
boy thinking of the kite he will make as _ as a barn .	he	big	barn
they are as _ as the clubs and spears , the clothes and pottery .	they	real	clubs
It wo n't be much of a blow , and we 'll be as _ as a bug in a rug , here in the tent , particularly if we have that lemonade which some of you fellows were going to make .	we	snug	bug
trees in the churchyard , and in the meadows where she got the beautiful yellow catkins , which were as _ as the down of the goslings , and which she was so fond of playing with , also the young twigs which she liked cutting into pipes or whistles .	catkins	soft	down
natured , that to my taste , I declare , she is as _ as Rose .	she	handsome	Rose
his song was as _ as any nightingale , and his heart was glad , because his young brood was hatched , and he knew that they now sat with their little yellow beaks poking out of the nest , and thinking what a famous bird their father was .	song	loud	nightingale
It was almost as _ as Crown .	It	big	Crown
it may be assumed that the actual expense of attempting to make a railway , on which the tractive force required for any load would be nearly twice as _ as on a level , along the line you propose , would not be so little as .	expense	great	level
Therefore , it appears , that the expense of keeping the Liverpool and Manchester Railway in repair , is seven times as _ as that of the average expense of repairing the turnpike roads of England .	expense	great	that
This circular end was as _ as the tunnel , excepting about an inch all round , and was fixed to the carriage , so as to stand across the tunnel .	end	large	tunnel
Well , I arranged my room , and it is as _ as a new pin .	it	neat	pin
They must remember they are not as _ as men , and then they do idiotic things , such as taking no exercise , into the bargain .	they	strong	men
her friendship was as _ as her trained skill .	friendship	ready	skill
whose taste for travel was as _ as his talent for making an exceptionally fine and original type of stone spear point .	taste	great	talent
The hand axes that he found in the river terraces were hardly as _ as his theory that these terraces dated the tools , and that the terraces were formed far in the past when the rivers were swollen with water .	axes	important	theory
indicated an ancient man half again as _ as a gorilla .	man	large	gorilla
The finds were in the dried beds of lakes that had apparently been formed in the pluvial , or very wet , period which occurred at least as _ as the end of the last glaciation .	which	early	end
Together with fossils of mammals they lay as _ as forty .	they	deep	forty
The fact that they were found with the bones of elk and bison and along the shores of dry lakes in Mexico argues that this culture is as _ as Cochise , perhaps older .	culture	old	Cochise
s Interment would be as _ as a Malefactor .	Interment	ignoble	Malefactor
The desire of Living is as _ as the necessity of Dying inevitable , and some have spared no means to render themselves Immortal , if Human Nature could possibly have arriv .	desire	natural	necessity
A great calamity , for instance , is as _ as the trilobites an hour after it has happened .	calamity	old	trilobites
Now I am as _ as any of my fellow .	I	patriotic	any
it is as _ as prinking at the looking .	it	natural	prinking
His products are as _ as those of the baker or the weaver .	products	needful	those
Leave them to seek their own mates , and they will be as _ as sparrows .	they	merry	sparrows
A lamp was smashed , and some of the electric terminals had been jarred from their posts , but not a tire had been punctured , and the machine seemed as _ as ever of taking the road .	machine	capable	ever
a great number of inverts ' histories are at the least as _ as the attempts of psychoanalysts , especially when they come from persons skillful in self .	number	trustworthy	attempts
the things I longed intensely to do I would not let myself do , not from any religious or moral scruple , but from some inexplicable fastidiousness or scrupulosity which is yet as _ as ever , although I am sure that it would not be able to hold its own could these favorable conditions be repeated , but would be overcome by the imperious and fully grown desires which , by long repression , or by unsatisfactory diversion , have grown to be so strong .	fastidiousness	active	ever
A kiss was as _ as the act of .	kiss	unclean	act
At the same time bisexual women are at least as _ as bisexual men .	women	common	men
She drank , she swore , she courted girls , she worked as _ as her fellows , she fished and camped .	she	hard	fellows
yet , according to the evidence of those who have an international acquaintance with these matters , homosexuality is fully as _ as on the Continent .	homosexuality	prevalent	Continent
yet a Debt of Honour , Sir , is as _ as their Ready Money .	Debt	sure	Money
do people , wine was the drink , and the variety was nearly as _ as in our time .	variety	great	time
The pretty Creature her Niece does all she can to be as _ as her Aunt .	she	disagreeable	Aunt
were kept in that admirable Order , that they shone as _ as a Good Housewifes .	they	bright	Housewifes
and the prize once sank as _ as ' a pair of breeches .	prize	low	pair
His death was almost as _ as his life .	death	remarkable	life
He was as _ as Jervas , if not more so .	He	vain	Jervas
which gave us such Refreshment , after we had been stewing in our own Gravy , that we thought ourselves as _ as a Couple of .	we	happy	Couple
His Learning is commonly as _ as his Honesty .	Learning	little	Honesty
His Coat was as _ as the Sky .	Coat	blue	Sky
He 's as _ as a Prince , treats any Body that will keep him Company .	He	generous	Prince
Tuesday 's raids marked the peak of daring during the riot , and their subsidence was as _ as their rise .	subsidence	gradual	rise
looked on , but at times the proportion would be as _ as twenty .	proportion	great	twenty
He said as _ as thirty .	He	many	thirty
They are as _ as peacocks , but have nothing of the peacock 's beauty .	They	proud	peacocks
the absence of stimulated sentiment is as _ as the absence of violence .	absence	conspicuous	absence
Many of the houses in this district are of frame structure , and they are not as _ as those in the formerly fashionable white districts .	they	commodious	those
As a general rule , loans on old residence property are not as _ as those on houses in new districts .	loans	good	those
Others agreed that the Negro mortgage debtor is quite as _ as a white debtor of the same class .	debtor	reliable	debtor
They 're as _ as whips if they 'd just get down to business .	They	smart	whips
I am asked whether the colored protest against disorderly resorts would be as _ as a protest made by an equal number of white men .	protest	effective	protest
It is difficult to say how long this popular misconception might have survived had it not been for the labor shortage which forced employers to experiment with Negro women workers and to learn with surprise that they were as _ as white women and became as efficient workers after receiving the necessary training .	they	teachable	women
We have quite a number of Negro neighbors where I live , and several black men work with me , and I want to say I think they are just as _ as anybody .	they	good	anybody
I suppose I am as _ as others in this , for in my heart I have no prejudice of which I am aware , yet I believe I am infected with the universal indefinite prejudice , if I could but analyze it thoroughly .	I	inconsistent	others
It is almost as _ as fear .	It	elemental	fear
The opinions of Negroes on this question are as _ as the white opinions of the Negro .	opinions	various	opinions
This has caused many Negroes to believe that they are not as _ as the white people .	they	good	people
But , while the Negro press is not as _ as the white press and can not possibly be charged with having .	press	old	press
Teach me to live that I may dread The grave as _ as my bed .	I	little	bed
This sets off a flashlight which makes the place as _ as day .	which	light	day
They were as _ as needles , exactly as their old schoolfellow had said years before .	They	sharp	needles
you are as _ as a sheet , .	you	pale	sheet
said the little woman , who was herself about as _ as a match .	woman	fat	match
if every woman was as _ as your mother , there would n't be much domestic broiling to worry the world .	woman	wise	mother
You are as _ as a match already .	You	thin	match
Hawarden seems to present traces of at least three periods of construction , the oldest being that of the earthworks , which , like some similar ones in England , may be as _ as the tenth century .	earthworks	early	century
On the north is the ditch cut in the rock , of great depth and breadth , a very necessary defence , for beyond it the ground is at least as _ as the base of the keep .	ground	high	base
headed recesses in its polygonal basement chamber , may be as _ as Wakefield , and therefore in substance the work of Rufus .	recesses	old	Wakefield
When the power of Maud declined , the citizens , to whom Geoffrey was as _ as his fortress , laid siege to it .	citizens	odious	fortress
It has been shown , from structural evidence , that the Wakefield Tower , and probably the shell of Devereux Tower , and perhaps that of Bell Tower , are at least as _ as the reign of John .	Tower	old	reign
Probably the side walls were nearly as _ as the gables , so as to conceal the roof .	walls	high	gables
Also the remains of the lower gatehouse , on the north face of the keep , are clearly as _ as the keep , of which they are part .	remains	old	keep
feet , which must have been as _ as the upper floor of the gatehouse , and have commanded the adjacent curtain , from which it is separated by a narrow hollow way .	which	tall	floor
I see that your heart is as _ as a reed .	heart	dry	reed
who , haughty and gay , The free rebel of life , bound or led by no law , Walk 'd that causeway as _ as Eugene de Luvois .	Walk	bold	Luvois
An old illustration 's as _ as a new , Provided the old illustration be true .	illustration	good	illustration
A wink is as _ as a nod to the wise .	wink	good	nod
I know that your wife is as _ as snow .	wife	spotless	snow
where , to use the expression of our driver , the cedars grew as _ as hairs on a cat .	cedars	thick	hairs
why , it 's as _ as funerals .	it	sad	funerals
but in these enlightened times , though we love the tiger as _ as ever , still we mostly hunt him for the sake of his skin .	we	little	ever
Leporello , I shall eat a supper as _ as thy eyes when thou art frightened .	I	large	eyes
She is as _ as an angel who has missed her way , and wandered to earth .	She	beautiful	angel
He was as _ as any fool in France or Italy .	He	witty	fool
Am I not as _ as snow .	I	white	snow
and when I was on the sea , I said my love was as _ as the waves .	love	boundless	waves
That pleasant old farm house , once so happy , was as _ as the forest at midnight .	house	dull	forest
It was as _ as romance .	It	old	romance
It 's as _ as a bucket of tar in here .	It	dark	bucket
It 's as _ as a swamp .	It	damp	swamp
Electric engines are not as _ as electric motors from the standpoint of the amount of power delivered in proportion to the current used , but they make very interesting models and the young experimenter will derive fully as much pleasure in constructing one as from the construction of an electric motor .	engines	efficient	construction
but the Pope had a great quarrel with the Emperor of Germany , and told the poor credulous people that fighting his battles was as _ as a Crusade .	fighting	good	Crusade
The girl was as _ as milk , and her lips were like cherries .	girl	white	milk
Tom told the king that his father and mother were as _ as anybody about the court , but in rather poor circumstances .	father	tall	anybody
Let her voice be as _ as a corn .	voice	harsh	corn
Touching this second point I goe as _ as my Painter , but for the other and better part I am farre behinde .	I	farre	Painter
Mental processes and feelings are just as _ as actions , and in the aboriginal tongues of America are expressed by radicals as distinct and as ancient as any for sensuous perception .	processes	real	any
but it is as _ as mist , and of a gigantic size .	it	white	mist
that stands as _ as the castle on the rock .	that	sure	castle
Her hair , once so much like that which Madam Conway likens to her own , has bleached as _ as snow , and her tall form is shriveled now , and bent .	hair	white	snow
but with me family is quite as _ as money .	family	important	money
he ai nt as _ as Carrollton .	he	proud	Carrollton
Your face is as _ as a piece of paper .	face	white	piece
My feet are as _ as icicles now .	feet	cold	icicles
Curiously enough , the Germans are just as _ as ourselves , for their terms .	Germans	inaccurate	ourselves
while at Amarnath in Kashmere , where the floor is said to rise to the back wall , the entrance is about as _ as the area of the floor , so that the ice must also be below the level of the top of the entrance .	entrance	large	area
My thoughts are as _ as a bell , and now that I have said what I wanted to , I feel better .	thoughts	clear	bell
A miss is as _ as a mile , ' Lina .	miss	good	mile
He 'd know as _ as anybody , .	He	quick	anybody
she was as _ as the fisherman of any feat of skill or strength or courage performed by Clarice .	she	proud	fisherman
and if he succeeds with it , he pokes his ugly nose into our office , as _ as fate .	he	sure	fate
If he does , there comes on a loathing for it which is intense , so that the sight of the old battered manuscript is as _ as sea .	sight	bad	sea
to which grasses are as _ as the single shy blossom of a summer .	grasses	important	blossom
Comment on statements like these would be as _ as the assertions themselves are absurd .	Comment	useless	assertions
The next morning the townsfolk awoke to find their homes half buried in a white , downy mass as _ as the height of the fences .	homes	thick	height
The next day the excitement was as _ as the air before a cyclone .	excitement	tense	air
So the policemen there in the lobby , disarmed by the strict injunction of their chief , were as _ as babes , and like babes they drew down their mouths and gripped tighter that which was within their clutch .	policemen	helpless	babes
In the crowd that packed the platform the old men were as _ as the lads .	men	eager	lads
Some small gifts were as _ as the larger ones .	gifts	significant	ones
These diseases are as _ as accidents .	diseases	serious	accidents
five miles from the railroad , tomorrow is always as _ as today for beginning a new work .	tomorrow	good	today
The country in which this war between the miners and the coal companies is taking place is as _ as any that lies out of doors .	country	wild	any
This bed is as _ as my own at home .	bed	good	own
Upon my word , madame , you are as _ as a professor 's daughter .	you	sentimental	daughter
and though his face was as _ as ever , she could not detect in it the melancholy which can not be concealed from the eyes of the woman who can look into the depths , of the soul .	face	stern	ever
He went up as _ as a kite , and they held on to the rope below , down which he sent his messages .	He	high	kite
Van Heerden 's face was as _ as a sheet , but the hand he raised to his lips was without a tremor .	face	white	sheet
I hope the whole thing is a mare 's nest and for once in my life I trust that the police clues are as _ as hell .	clues	wrong	hell
I 've had the best accountants in London working out your position , and I know you live from hand to mouth and that the margin between your business and bankruptcy is as _ as the margin between you and prison .	margin	near	margin
No , she 's as _ as an oyster .	she	dumb	oyster
She is not as _ as my mother , .	She	beautiful	mother
Why , Nora , you are as _ as our military matchmaker .	you	bad	matchmaker
You know very well that the anticipation of happiness is almost as _ as the thing itself , and every time that I felt I was going to suffocate I thought of the evening we were to spend together afterwards , and felt as happy as I have described myself .	anticipation	good	happy
It was as _ as ditch .	It	stale	ditch
Her love for him was as _ as her admiration for these , his brothers .	love	genuine	admiration
Poor Frau von Seleneck was not as _ as her word .	Seleneck	good	word
it is twice as _ as Lucera .	it	dirty	Lucera
which ripens as _ as the end of October and must be eaten fresh .	which	late	end
